path,bytes,sha256,role
analysis_checks/qstar_finite_form/results/tables/Q2_observable_projection_weights.csv,235,7f1b629bf0c7cdc41c55dfcb61f6e41fc2253fd90753ecebbd1ea69afa840d82,reported result
analysis_checks/qstar_finite_form/results/verification.json,1302,fc788f11e9b4248d3fb165044133d71fe4362cf6650456d24536912e49a3a0c0,reported result
analysis_checks/qstar_finite_form/run_analysis.py,48537,ae7e7ea6696218a48f08b9dad6b594bca6ff946ff25f40ab22f568847bbcba5c,repository metadata or driver
analysis_checks/qstar_finite_form/verify.py,3016,539e6973b9128c186c7219b39b732b1f8dea50909f9eee7e67939f36a8964f9a,repository metadata or driver
data/compact/19A_training_window.csv,5011,33dfc5cb97a369542a7856c99f093688276d19b4ddb8d439270786818692d91a,input data
data/compact/BT2_training_window.csv,3990,db72d040b8bdef03f0c6cf0345038fc722cebc36b6600c35275e800ebc7e6d46,input data
data/compact/rpia_metadata.json,420,537feb8e3f8b8b8982ae92f4492af159a1a34e0bbbac3593b8a9d801c729b2c8,input data
data/derived/19A_Hugin_sand_subset.csv,1868,2221dec768f42bdade32f1f3d46bc1b06a048689a252dd52731d0621a1c964e4,input data
data/derived/BT2_Hugin_sand_subset.csv,1716,c6fdea1b214c7c4a6a286d41a91e269744677b1e754f70847a8e63d4e0662e66,input data
docs/DATA_PROVENANCE.md,3553,46eb104f789cdf7dc204366e7639f29725ca0194efde69408a306e44d513da45,documentation
docs/REPRODUCIBILITY.md,4393,c3e79d6f39680714ba6862cceac119c32b60c1b4ad0b64ff8466ccb4f0f05e1a,documentation
docs/RESULTS_INDEX.md,2579,e3345068573d5a389db9e4aaa47e37013be2101c9328b0715ef5109d21b5a107,documentation
docs/SCIENTIFIC_AUDIT_TRAIL.md,5323,7ead6112429cf66894b9a95afae26bf33481831581af565c70710a90ee2e70b3,documentation
environment.yml,220,155bdad319e23d23203bfef2a0f0eab93a8b1333dc0bc794df344e69a5817ea6,repository metadata or driver
experiments/E1_discover_explain/LICENSE,615,70fc998c369e385f26951fca682c31aa45ed171f577f62742882792a03eff4c9,experiment code or documentation
experiments/E1_discover_explain/README.md,2554,9f4f66bc8a9ef8ed778bdad6521f29e0419c35aba5382832432fc576320445b8,experiment code or documentation
experiments/E1_discover_explain/data/compact/19A_training_window.csv,5011,33dfc5cb97a369542a7856c99f093688276d19b4ddb8d439270786818692d91a,experiment code or documentation
experiments/E1_discover_explain/data/compact/BT2_training_window.csv,3990,db72d040b8bdef03f0c6cf0345038fc722cebc36b6600c35275e800ebc7e6d46,experiment code or documentation
experiments/E1_discover_explain/data/compact/rpia_metadata.json,420,537feb8e3f8b8b8982ae92f4492af159a1a34e0bbbac3593b8a9d801c729b2c8,experiment code or documentation
experiments/E1_discover_explain/docs/METHODS.md,4822,5aacb0cfa6397e0240fd6f22be70bafd130fc842ec2c8dd9a9c30b04fff8618e,experiment code or documentation
experiments/E1_discover_explain/environment.yml,153,1a9e0c59d2b291c0dc09b2590d0721259963fa3280842a5ea4686c04ed3937cc,experiment code or documentation
experiments/E1_discover_explain/reference/01_within_trajectory_calibration.csv,1334,c6b819eb42fcbb180c2f2f0272a2043f2a65067253b30b4a19f4528ecf0cb427,experiment code or documentation
experiments/E1_discover_explain/reference/03_transfer_discrepancy.csv,386,7d6d5aa1883feb531cb56bfebabf255984d11014047beb331f1c832a2c63b50e,experiment code or documentation
experiments/E1_discover_explain/reference/expected_cross_trajectory_coordinate.csv,907,ff0ab975eacf27db0320b3b438f716bf5305b5ada723d91762b698126c2ebf92,experiment code or documentation
experiments/E1_discover_explain/reference/expected_operating_points.csv,4806,ef920b54ac1562c123bcea0be5bf9e7f9d407132db9724573a6f8b24a468a61a,experiment code or documentation
experiments/E1_discover_explain/reference/expected_summary.json,6861,9ecc0afdbc5fdcc04910d46597f217af8b1e9d62811774d5ce993066f5b6d55b,experiment code or documentation
experiments/E1_discover_explain/requirements.txt,60,d0066322d3ef6a963dfc3d2534ab36e16274c51b251f0aa9d5e6e4cdfab4504c,experiment code or documentation
experiments/E1_discover_explain/results/RESULTS.md,4697,5bb3e101e22f13eb5896e932b907a0b5c4e6ae1f4c67ebcbf22791ed03721e5b,reported result
experiments/E1_discover_explain/results/figures/Fig_E1_candidate_invariance.pdf,31066,0c6eff23a636dbe09d2d959d325fabcbd97726df817816edf841817ff1c314c0,reported result
experiments/E1_discover_explain/results/figures/Fig_E1_candidate_invariance.png,423420,99d3f8080ec92a6240eb1aa75698aaf400768866e80b5fa23cdab2cb6727f658,reported result
experiments/E1_discover_explain/results/figures/Fig_E1_parameter_geometry.pdf,48340,fc100863ab302b2e8501397d37859c0e20ad5afc56adb506630e16c406cc193f,reported result
experiments/E1_discover_explain/results/figures/Fig_E1_parameter_geometry.png,349581,6a953fd72996824ab7d075330940c2d1ef9dc397d0ffadbbbbbdf22eed7dc8f9,reported result
experiments/E1_discover_explain/results/figures/Fig_E1_physics_decomposition.pdf,27515,ebf684c9b023f52688f8e2615df1117f7a2ba7d8aab1a21bd3bb76c069a8e141,reported result
experiments/E1_discover_explain/results/figures/Fig_E1_physics_decomposition.png,364507,1b151dc86414582a5503284c85b9debca21f13e07235e18d6024479a76d3336c,reported result
experiments/E1_discover_explain/results/figures/Fig_E1_ridge_validation.pdf,24808,f06f0bd49f646f01e0a988576c905b3ae2de3d27b6d911ce057db764b376a761,reported result
experiments/E1_discover_explain/results/figures/Fig_E1_ridge_validation.png,456294,0f71b5e6cf1a71ba61e67d3dd5ba73bde897da1033733f160bdb0fc8c8a158fc,reported result
experiments/E1_discover_explain/results/summary.json,6877,5ef63cc703ee6b1452afad3567bcdf9c0a5de7b4a786404e7b6958cd1e7e773b,reported result
experiments/E1_discover_explain/results/tables/E1_candidate_state_invariance.csv,6110,bdf0f5e353008c57b1ebeaa4912b274783855d9e0626645cc00d120b74106804,reported result
experiments/E1_discover_explain/results/tables/E1_coordinate_coefficients.csv,529,8816390e269d716f0975bef9c804e451884f68f032df7baa0b92b7939ae9cc8e,reported result
experiments/E1_discover_explain/results/tables/E1_cross_trajectory_coordinate.csv,921,86dd3dc0ab07d4dde0278c1ee1a273ba4b9bf791593c37c0f5f3cca495cfedd7,reported result
experiments/E1_discover_explain/results/tables/E1_observable_staircase.csv,2461,3dfb64e91347948775cf8421e67619f54f0c31ffce60e9e76b393c349ba497b9,reported result
experiments/E1_discover_explain/results/tables/E1_operating_points.csv,4806,ef920b54ac1562c123bcea0be5bf9e7f9d407132db9724573a6f8b24a468a61a,reported result
experiments/E1_discover_explain/results/tables/E1_ridge_validation.csv,10656,4d1419e533bd2bd4fc37faf547d9483edc3d8bab992a4b1213676b1fc8e7715e,reported result
experiments/E1_discover_explain/results/tables/E1_vcem_cn_map.csv,70102,164890014cfd3a9ca21d8edfedc3a4cd98a2b0e516596cabbc95c4619fd490a5,reported result
experiments/E1_discover_explain/results/tables/E1_vcem_phi_map.csv,74473,d0543a7b3454d83a1dd46ad6e8b4c5e49d28d265fc682f93dfb3a306c456af70,reported result
experiments/E1_discover_explain/results/verification/RELOCATION_TEST.txt,253,2a737b056514230614bbd5c6089fed1b6cbce2419435f7f1c7b785fcdc1587c8,reported result
experiments/E1_discover_explain/results/verification/verification.json,5896,60987bd0c96640b9dd0dc65123cf9fbb7bc4f59954d6403d857ce9d3acdb0c02,reported result
experiments/E1_discover_explain/scripts/run_e1.py,213,660b438c9f1f4a93d0a0c03c9e8ba554e6873f2c84e18bd772d3338e020fbdd4,experiment code or documentation
experiments/E1_discover_explain/scripts/verify_e1.py,12732,63c1a4887b104ba8cad9bb402fb8605581f284ab48df42ba2650f44ccd57317f,experiment code or documentation
experiments/E1_discover_explain/src/e1_analysis.py,65337,c5ada1583b454d05cd38ff28d1dfce73078e27ae2394ce761e9c86b0fc2d331b,experiment code or documentation
experiments/E1_discover_explain/vendor/rpia_v1/LICENSE,615,70fc998c369e385f26951fca682c31aa45ed171f577f62742882792a03eff4c9,experiment code or documentation
experiments/E1_discover_explain/vendor/rpia_v1/SOURCE_SHA256SUMS.txt,94,96dbce77d6a23a12eac6a172009e4ce9d2697f0587d6eda670e122e7be1a12fd,experiment code or documentation
experiments/E1_discover_explain/vendor/rpia_v1/rpia_core.py,10150,b41a6ec9471ffccb03d586cb8c8c1231a937a909e72f3aeb9434b03b2d1ab80a,experiment code or documentation
experiments/E2_stability_hierarchy/LICENSE,615,70fc998c369e385f26951fca682c31aa45ed171f577f62742882792a03eff4c9,experiment code or documentation
experiments/E2_stability_hierarchy/README.md,1789,7fcdbb70c513c7aa844f5da118304b55e8309804543456bab1c365096a3a15db,experiment code or documentation
experiments/E2_stability_hierarchy/VERSION,6,59854984853104df5c353e2f681a15fc7924742f9a2e468c29af248dce45ce03,experiment code or documentation
experiments/E2_stability_hierarchy/docs/METHODS.md,3929,2b93335017650a068945b6975f2c2ecb34495428694e9384c83474735d53e4a4,experiment code or documentation
experiments/E2_stability_hierarchy/environment.yml,153,1b53253e917eecdfdf7238daca4467b9b805d08273c4f11359fd1fee5d8cfdf8,experiment code or documentation
experiments/E2_stability_hierarchy/requirements.txt,60,d0066322d3ef6a963dfc3d2534ab36e16274c51b251f0aa9d5e6e4cdfab4504c,experiment code or documentation
experiments/E2_stability_hierarchy/results/RESULTS.md,2374,3644238186cf95a68f9c67b3cb447a59cbaed518f48880207798fe06fc5bf306,reported result
experiments/E2_stability_hierarchy/results/constant_cement_E2_results.xlsx,293292,2644c2020bebb041779c89d9642c4048211138833d9f1062c12821bf3dcf9e8d,reported result
experiments/E2_stability_hierarchy/results/figures/Fig_E2_bootstrap_stability.pdf,58470,de1065382c5278f6890090cf517772ecc8cb38f47232d115e5c1e6fe63045239,reported result
experiments/E2_stability_hierarchy/results/figures/Fig_E2_bootstrap_stability.png,596501,c0432d548772ab6b0054dc149c6e0e6b4434c2e141550ce71eda2f7781d4d2b0,reported result
experiments/E2_stability_hierarchy/results/figures/Fig_E2_hierarchical_comparison.pdf,25546,072e81b1c413d7c6975b34c4bb25df1fd4c502fced284d78c58b150f75b18695,reported result
experiments/E2_stability_hierarchy/results/figures/Fig_E2_hierarchical_comparison.png,286576,bbc5efa498ab2c66857cede0cfc0d8f7a3bca6af31f1ff41c59c2c39f33ea660,reported result
experiments/E2_stability_hierarchy/results/figures/Fig_E2_loto_transport.pdf,27407,2fc3236ac5e9e442d43cd995ca284a346896c6b2de6eb7dca8a864f7d16fd1ec,reported result
experiments/E2_stability_hierarchy/results/figures/Fig_E2_loto_transport.png,262312,87e0917c555005b00f338ce1813a9f1620c90f541b131a91ceb3148644caafe2,reported result
experiments/E2_stability_hierarchy/results/summary.json,8564,d8318e8737cb92ec7b70bf926a2458f960a5b7bfbdb79d130dc4de441d2d4383,reported result
experiments/E2_stability_hierarchy/results/tables/E2_bootstrap_diagnostics.csv,706,01b08af4b353d79cc961fb8001ea00d5bf00e11681c2377118e46c7e156d39c4,reported result
experiments/E2_stability_hierarchy/results/tables/E2_bootstrap_replicates.csv,313285,b0f1771418a06824aaee97996f4a6d40d4de4ff2229c15d519979e1a37222d91,reported result
experiments/E2_stability_hierarchy/results/tables/E2_bootstrap_summary.csv,30258,c5f8c805206fbd67b9373bc64a22a048865d6243ef1f30885ee6590a765281a7,reported result
experiments/E2_stability_hierarchy/results/tables/E2_hierarchical_comparison.csv,7866,2782161ce0f981d0cb9f14b0c8d7dc80bc0c4580ca5c6f34dfd6dfb8f4be03be,reported result
experiments/E2_stability_hierarchy/results/tables/E2_loto_bootstrap_replicates.csv,140735,b2e3273933429b4f5073aba7273d07f2d7e4cabf653bc455d997051c0b7e58f8,reported result
experiments/E2_stability_hierarchy/results/tables/E2_loto_bootstrap_summary.csv,1319,e8834a3cb5ba7a5ecf157af4f61bf7a4a8587e61eb0fcbc6edf75b5b68793200,reported result
experiments/E2_stability_hierarchy/results/tables/E2_loto_level.csv,2667,8d3aae3153ea77474d389aa5d2ef17c4ed4586e604db4e228684e750c1e44121,reported result
experiments/E2_stability_hierarchy/results/tables/E2_loto_profiles.csv,44379,09d7c3d43ce449d39a833adc6baa87b459db376b4235f22a0bc7d5d2e8b8b757,reported result
experiments/E2_stability_hierarchy/results/tables/E2_loto_shape_summary.csv,7196,6a508230e88f5abf4e3358ae5c3ea076d9b77d9d66581757fe54b9a34c66c645,reported result
experiments/E2_stability_hierarchy/results/tables/E2_residual_acf.csv,2010,a30ba7709866d120c0c57d56558655d682d69b7f4d48c816d0e6f4d8e8202cec,reported result
experiments/E2_stability_hierarchy/results/verification/RELOCATION_TEST.txt,348,87c8447d037ff74d381db3c05f3b354add7570c567076aea77f2b899937c364b,reported result
experiments/E2_stability_hierarchy/results/verification/verification.csv,3904,cc221a5bd5eea386ea426a8b6a8bd7d76777fb90966e967fb3ffcf06c48d1f9c,reported result
experiments/E2_stability_hierarchy/results/verification/verification.json,6903,a58c3c5ed44becc19803e99080fa4d862b8451104d6dbe625440bed389d685c3,reported result
experiments/E2_stability_hierarchy/scripts/build_e2_workbook.mjs,14112,e8a998069787bb7159d6978aee30041bc4d19587a2ea56c6347394401afd8482,experiment code or documentation
experiments/E2_stability_hierarchy/scripts/prepare_workbook_data.py,5428,a0aa7638bc7cd3d9384fd71d9bed1c694942fae0924f9bd4297579b9a3a7e09f,experiment code or documentation
experiments/E2_stability_hierarchy/scripts/run_e2.py,657,6be209afa4544bd371816b7ae40a2666593a0e272269b7833733921163dcb94d,experiment code or documentation
experiments/E2_stability_hierarchy/scripts/verify_e2.py,9960,963ba0086e68da7b4052b2a06db32afc438f42544d72708453d757e9734ad4ed,experiment code or documentation
experiments/E2_stability_hierarchy/src/e2_analysis.py,68142,4ecc0ff7f6f35aba0edc0e25bbfc57a74e8c5e38fe95578ff2f08728c329e7e1,experiment code or documentation
experiments/E2_stability_hierarchy/vendor/e1_v1/data/compact/19A_training_window.csv,5011,33dfc5cb97a369542a7856c99f093688276d19b4ddb8d439270786818692d91a,experiment code or documentation
experiments/E2_stability_hierarchy/vendor/e1_v1/data/compact/BT2_training_window.csv,3990,db72d040b8bdef03f0c6cf0345038fc722cebc36b6600c35275e800ebc7e6d46,experiment code or documentation
experiments/E2_stability_hierarchy/vendor/e1_v1/data/compact/rpia_metadata.json,420,537feb8e3f8b8b8982ae92f4492af159a1a34e0bbbac3593b8a9d801c729b2c8,experiment code or documentation
experiments/E2_stability_hierarchy/vendor/e1_v1/reference/expected_summary.json,6861,9ecc0afdbc5fdcc04910d46597f217af8b1e9d62811774d5ce993066f5b6d55b,experiment code or documentation
experiments/E2_stability_hierarchy/vendor/e1_v1/src/e1_analysis.py,65337,c5ada1583b454d05cd38ff28d1dfce73078e27ae2394ce761e9c86b0fc2d331b,experiment code or documentation
experiments/E2_stability_hierarchy/vendor/e1_v1/vendor/rpia_v1/LICENSE,615,70fc998c369e385f26951fca682c31aa45ed171f577f62742882792a03eff4c9,experiment code or documentation
experiments/E2_stability_hierarchy/vendor/e1_v1/vendor/rpia_v1/SOURCE_SHA256SUMS.txt,94,96dbce77d6a23a12eac6a172009e4ce9d2697f0587d6eda670e122e7be1a12fd,experiment code or documentation
experiments/E2_stability_hierarchy/vendor/e1_v1/vendor/rpia_v1/rpia_core.py,10150,b41a6ec9471ffccb03d586cb8c8c1231a937a909e72f3aeb9434b03b2d1ab80a,experiment code or documentation
experiments/E3_break_design/LICENSE,1078,7c85c2d7b755dde3599c4cea1397990dbd8f2c8dad7daf3194e5a422a8ee7378,experiment code or documentation
experiments/E3_break_design/README.md,3199,06adf3311865353b6ae8578e5ec49006847bc034c862cc472733a2ed8abedb92,experiment code or documentation
experiments/E3_break_design/VERSION,6,59854984853104df5c353e2f681a15fc7924742f9a2e468c29af248dce45ce03,experiment code or documentation
experiments/E3_break_design/docs/E4_DECISION_GATE.md,5191,c899ba60cf3716dd527c20370e8eb5380eff5f427bbece5b331106478dd51527,experiment code or documentation
experiments/E3_break_design/docs/MANUSCRIPT_OUTLINE.md,2418,e166f300f28325782e0298fd962623b0acd9509ef66876200261c2b3d08fe5b1,experiment code or documentation
experiments/E3_break_design/docs/METHODS.md,5365,88d50c13a1cc25eb5b8f265aa03773f7f754ffe1b8d876178da2228c2e6f8594,experiment code or documentation
experiments/E3_break_design/docs/SCIENTIFIC_INTERPRETATION.md,3715,5714ca4cddc13bb43d3c67e21922af38006104b79ff137d8092f476f9b273353,experiment code or documentation
experiments/E3_break_design/docs/SOURCES.md,4122,3842868c146ac513bb9d8790bbe11221a4c3ddc7f72cacae0df943ae9f4b1e84,experiment code or documentation
experiments/E3_break_design/environment.yml,171,a774d06850688019b9e3282d9ed6868a5ecd78123e5bd59efeed6461942ba2b6,experiment code or documentation
experiments/E3_break_design/reference/E2_RESULTS.md,2374,3644238186cf95a68f9c67b3cb447a59cbaed518f48880207798fe06fc5bf306,experiment code or documentation
experiments/E3_break_design/reference/E2_bootstrap_replicates.csv,313285,b0f1771418a06824aaee97996f4a6d40d4de4ff2229c15d519979e1a37222d91,experiment code or documentation
experiments/E3_break_design/reference/E2_summary.json,8564,d8318e8737cb92ec7b70bf926a2458f960a5b7bfbdb79d130dc4de441d2d4383,experiment code or documentation
experiments/E3_break_design/requirements.txt,75,7de358fba489fd4ce4127ab7b2099376d38f7495ad7d59f7b3d18de997b15c8d,experiment code or documentation
experiments/E3_break_design/results/RESULTS.md,4193,a3f2932029a742144a67e9a2ad0810abd85cbce5ba0e63f18d6cb5c6f17dde2a,reported result
experiments/E3_break_design/results/constant_cement_E3_results.xlsx,66696,2a71885daad7378c86430dda71a89fde65e0954bfecc1f4aed8765594b9e1fc6,reported result
experiments/E3_break_design/results/figures/Fig_E3_no_go_and_controls.pdf,35610,669ec464cd4e50ad1670af53529c3f0bb11ccc829e5e1fba3f69014822e27a4b,reported result
experiments/E3_break_design/results/figures/Fig_E3_no_go_and_controls.png,447101,c53505a3642bba645070b393e1f4b63e477f5f16620333b41ec03f1f61398e3a,reported result
experiments/E3_break_design/results/figures/Fig_E3_pressure_design.pdf,44505,877fefd2801fd5fc8c58f9dd01457ae4d090d3135320c836ac5408484d5f0ad5,reported result
experiments/E3_break_design/results/figures/Fig_E3_pressure_design.png,520628,ce0e6019fb5ec9d40369fb746edadf92e853c90b4e499883731ba086204ea777,reported result
experiments/E3_break_design/results/figures/Fig_E3_ridge_breaking.pdf,81284,525220f1a5148e3f7d373ac286420346fa8585e1c352bb0e966ce3979b61ce2b,reported result
experiments/E3_break_design/results/figures/Fig_E3_ridge_breaking.png,686224,4f3d58acc622045142646ec19eb84958387a29a07deabd651b71270fefd59606,reported result
experiments/E3_break_design/results/figures/Fig_E3_robustness_and_direction.pdf,336138,95785dcf1f37958fca1ddb5a840bcd5f540d3a61e1b4b169b59e8ecd7ac80217,reported result
experiments/E3_break_design/results/figures/Fig_E3_robustness_and_direction.png,285964,79f900f5a1f258af6c25c438eb0787d18206c3370a0a169d24e92f1b8142ca67,reported result
experiments/E3_break_design/results/summary.json,16833,66b4ef4389dd2fad545c2e29cb8347a43e3c45e5f2b7678fb2877951d2215e19,reported result
experiments/E3_break_design/results/tables/E3_best_designs.csv,6792,354ae72e344904996f98221807014b0d33a93a7bcce736a84d18097eec1a4c16,reported result
experiments/E3_break_design/results/tables/E3_bootstrap_replicates.csv,313436,ca1116104ba091da5a60267b25aef814d000378edfe5334e80f8f1f0731b4b9c,reported result
experiments/E3_break_design/results/tables/E3_bootstrap_summary.csv,2639,900eebc6b1bcaaaee7701b91de3d150ce2e9603aba9faf4d030eb98775b73c00,reported result
experiments/E3_break_design/results/tables/E3_bounding_weight_stress.csv,16994,33a5281e227ea72ff8c4568fc528b4e2c5cafc6e7cc9c040ee3d3ac932886945,reported result
experiments/E3_break_design/results/tables/E3_candidate_observations.csv,1748,b8b8aa6757221e743e06dbe52eec63eb10704addde14482c687a939e7d8e34d6,reported result
experiments/E3_break_design/results/tables/E3_conditional_design_selection.csv,20231,8a22d7d7117a71de9dd71b94cc567135893259d439c0e3d446f58f70ff6e950c,reported result
experiments/E3_break_design/results/tables/E3_finite_difference_stability.csv,354,ea1eb6953af27bc9eb470511ab1bfc4688d9e550b72d666dab30eb7af132d268,reported result
experiments/E3_break_design/results/tables/E3_model_discrepancy_sensitivity.csv,3366,945872eee2562d6e7300376e5c80421de040541d2f120f58f8c3b240762c589d,reported result
experiments/E3_break_design/results/tables/E3_multi_fluid_control.csv,580,a2be046a7c35d01788027448930367c01de143b9895ea3e6044f5f4b57fbe7e6,reported result
experiments/E3_break_design/results/tables/E3_no_go_repetition.csv,810,3e387e20981bd547e63e514c39a7b9ff22836b85ebcaafb42c60a017253b887b,reported result
experiments/E3_break_design/results/tables/E3_nonlinear_profiles.csv,147627,e54b434b5c4aa3c2621cb5fa262a6162e716cbe5f42bcd50c938ae6a28de59c5,reported result
experiments/E3_break_design/results/tables/E3_operating_point_design_sensitivity.csv,2507,1049c672c1e01d4dbd82defaaa21d1097a9daac9416059539af6aca278f03e21,reported result
experiments/E3_break_design/results/tables/E3_patchy_weights.csv,3332,c4ca603ae563453b21eb0518d04889d89008a12aa7079759b4c8bfd341d4b1aa,reported result
experiments/E3_break_design/results/tables/E3_pressure_ablation.csv,70557,a1c529fe5fb26996ffa35efd959dba66524002f0c393de6fa1ef94589b96acb5,reported result
experiments/E3_break_design/results/tables/E3_pressure_curves.csv,7692,935f6240e9309f85e1088c7ba63d5f941b54df1015009df0a9b249a3f9762a99,reported result
experiments/E3_break_design/results/tables/E3_pressure_design_grid.csv,449174,688e45c4b04ca57a867e57d8e1984e7772c23fb88f946b82fba726f31f2a2066,reported result
experiments/E3_break_design/results/tables/E3_pressure_independence_audit.csv,236,05a4412883f4b52755ade6a2685db7d7c5329e863522c600d634541049b9f3de,reported result
experiments/E3_break_design/results/tables/E3_profile_widths.csv,1513,6b89ef783bc584adcf364de1974ca4d16a33dea04a0fba94a44b2198c5c5cc84,reported result
experiments/E3_break_design/results/tables/E3_rank_one_design_map.csv,1793229,62607f410f960c1cf8a24803e75138fce4b50dfa8f50eb35ca3d2bd5acc10a25,reported result
experiments/E3_break_design/results/tables/E3_reference_pressure_sensitivity.csv,2763,8e086ac1b4aab19fc17be45a152aaee12782bbbb0bef5a4c1aaa8e135c8f4dfb,reported result
experiments/E3_break_design/results/tables/E3_target_aligned_discrepancy.csv,2452,ab605fb936c86fe877d110331148e705252d3210a27ece8c4dd25ea3104d62c9,reported result
experiments/E3_break_design/results/tables/E3_trajectory_specific_designs.csv,1310,bad3ef74939e1b5bed8efcd48a7478377d66cac94bddd6f1b1dceb6726479b14,reported result
experiments/E3_break_design/results/verification/E3_verification.json,12132,36e35291c44af48654076c36ebe3042de403e9b4379ffa262c0e70242c9b0658,reported result
experiments/E3_break_design/results/verification/E3_verification.md,82,f5e2f7e163feea09c5c3124a638fc455d54de67a4aa23173826b4cbda9358bed,reported result
experiments/E3_break_design/scripts/build_e3_workbook.mjs,46496,1bdf8b42248c2ff46d639b19de65ad399991453b1cd8e8f62991615e790f41ca,experiment code or documentation
experiments/E3_break_design/scripts/package_e3.py,5794,ac449a3557179cbb64de54276952a272ec048e584722e83737af2e102f34e7cd,experiment code or documentation
experiments/E3_break_design/scripts/run_e3.py,467,50bc531a0229b841d9b37eadea2fff87069c30826c414f1529d5a6b84d1da7ef,experiment code or documentation
experiments/E3_break_design/scripts/verify_e3.py,18500,5b36109a0e7cf70c6a3facb7f4180333d56f861bc248da3260b86ec9fc8f597a,experiment code or documentation
experiments/E3_break_design/src/e3_analysis.py,106158,3523704c447f7b02c35e251a9e71fd590676f5fdae3c0f427599cdc1a8389c59,experiment code or documentation
experiments/E3_break_design/src/e3_model.py,22719,aa919803f2d8c1649788b5812fa65bbcd398e14bb962b65f93ba0173f3ff00f0,experiment code or documentation
