group,group_label,prior_sd_multiplier,best_pressure_1_mpa,best_pressure_2_mpa,canonical_5_7p5_is_best,second_best_lambda_min,best_minus_second_best_lambda_min,canonical_lambda_min_gain,lambda_min,lambda_max,spectral_ratio,condition_number,lambda_min_gain,worst_sd_reduction,determinant_gain,strong_direction_rotation_deg,weak_direction_rotation_deg,sd_Vcem_fraction,sd_Vcem_percentage_points,sd_lnCn,multiplicative_Cn_one_sigma,Vcem_lnCn_correlation,target_aligned_discrepancy_log_rms,raw_alignment_rms_per_scaled_parameter,aligned_1pct_lambda_min_gain,aligned_1pct_spectral_ratio,aligned_1pct_Vcem_lnCn_correlation
scenario_endpoint,Scenario endpoint,3.0,5.0,7.5,True,0.010219520771773016,0.0006273244139838319,3.100431628573682,0.010846845185756848,15.88568896841748,0.0006828060908986437,38.26936946362322,3.100431628573682,1.7608042561777506,5.988068597723598,0.3422170165576425,0.3422170165576425,0.07926574001326493,7.926574001326493,1.6041315994870995,4.973538703314698,-0.9983833977654467,0.0,0.0,1.204609785664523,0.00028447990560026424,-0.9993322967085719
scenario_endpoint,Scenario endpoint,4.0,5.0,7.5,True,0.009837142379297337,0.0005503510578885873,2.9691318206092387,0.010387493437185924,15.158446937625733,0.0006852610613691878,38.20075731474571,2.9691318206092387,1.7231168911624186,5.471957812010969,0.40974778592694,0.40974778592694,0.08085491591455651,8.085491591455652,1.6404871518422137,5.157681474363302,-0.9983742952373622,0.0,0.0,1.203203517607666,0.00030658273382958034,-0.9992802489073151
all_pressure,All pressure nuisances,0.25,5.0,7.5,True,0.011818422893060898,0.0009532558014129222,3.65062060868386,0.01277167869447382,83.94149051066456,0.00015214977261871718,81.07077900852964,3.65062060868386,1.9106597312666271,37.25648948495041,0.4007855272078095,0.4007855272069001,0.07289085514104748,7.289085514104748,1.4791413915515188,4.389175479438442,-0.9996388390273012,0.0,0.0,1.208449855846912,7.243733197581257e-05,-0.9998299724670787
all_pressure,All pressure nuisances,0.5,5.0,7.5,True,0.011590749726302363,0.0009120527177852722,3.573765779782616,0.012502802444087635,38.80917014125254,0.0003221610356155922,55.71389144488298,3.573765779782616,1.89044063111821,16.862384789398035,0.33948460212283194,0.33948460212283194,0.07380478880958802,7.380478880958802,1.4939651123502582,4.454724027657583,-0.9992368910768623,0.0,0.0,1.2081053711588445,0.00012517054452107617,-0.9997062359223436
all_pressure,All pressure nuisances,0.75,5.0,7.5,True,0.01127837935034215,0.0008557256983117156,3.4683783563798514,0.012134105048653865,23.721302082421722,0.0005115277823490829,44.21456807791719,3.4683783563798514,1.8623582781999417,10.002845127169332,0.27086660544506586,0.27086660544506586,0.07507002995995657,7.507002995995657,1.5153585518722195,4.5510526227786725,-0.9987911711244405,0.0,0.0,1.2075750222397947,0.00018883793681539018,-0.9995568857373897
all_pressure,All pressure nuisances,1.0,5.0,7.5,True,0.010930110570206875,0.0007938279082133626,3.3511375010382625,0.011723938478420237,17.487983701237702,0.0006703996686359264,38.62185282106152,3.3511375010382625,1.8306112370020737,7.125093056831419,0.21326202913719514,0.21326202913719514,0.07650184646562136,7.650184646562136,1.540668623890125,4.667710170384358,-0.9984188232644072,0.0,0.0,1.2068996463319068,0.0002483749145327763,-0.9994172629111003
all_pressure,All pressure nuisances,1.5,5.0,7.5,True,0.010229331280394494,0.0006752108122274336,3.116923549667039,0.010904542092621927,12.638439123741104,0.0008628076604917074,34.04418985741441,3.116923549667039,1.7654811099717376,4.789367295740909,0.14367560330870524,0.14367560330870524,0.0794866349699131,7.948663496991309,1.596289106989503,4.934686312273554,-0.997969787978882,0.0,0.0,1.2052460392818896,0.00033703332641492155,-0.9992093965660206
all_pressure,All pressure nuisances,2.0,5.0,7.5,True,0.009590395689881959,0.000576382103207429,2.9060430835471025,0.010166777793089388,10.833049664642985,0.0009384963706269914,32.64252168362452,2.9060430835471025,1.7047120236412667,3.827465951562837,0.1148061738281861,0.1148061738281861,0.08238954318365017,8.238954318365018,1.6526686076870527,5.220893770744059,-0.9977938144580857,0.0,0.0,1.2033416557081897,0.0003909511481845348,-0.9990829897707946
all_pressure,All pressure nuisances,3.0,5.0,7.5,True,0.008549701937779819,0.00043255924808027757,2.5674641980987407,0.008982261185860096,9.4805255196997,0.0009474433845672105,32.48802914923121,2.5674641980987407,1.6023308641160041,2.9593433847318487,0.09877646077788833,0.09877646077788833,0.08769152988108565,8.769152988108566,1.7579432549668217,5.800494978123575,-0.9977738568152889,0.0,0.0,1.1991431080778396,0.0004444953435875621,-0.9989574261778283
all_pressure,All pressure nuisances,4.0,5.0,7.5,True,0.00775878399460761,0.00033292462125622535,2.312911163770416,0.008091708615863835,8.982282797697422,0.0009008521328161831,33.31756429287755,2.312911163770416,1.5208258163808293,2.5258306545959273,0.09297529555509561,0.09297529555509561,0.09240031997863377,9.240031997863376,1.8520125363089819,6.372631778550329,-0.9978835374559059,0.0,0.0,1.1945980737306736,0.00046730043008871234,-0.9989039183757136
