adjustment,method,method_label,Vcem_fraction,Vcem_percent,lnCn_profile,lnCn_predicted,log_coordinate_error,coordinate_ratio,local_tangent_at_reference,reference_beta,tangent_difference
raw,factored_log_log,log contact + log HS (current),0.014275,1.4275,1.660708328711764,1.6606442263739292,6.410233783493702e-05,1.0000641043924337,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.01575,1.575,1.6368016788055426,1.6366012178106089,0.0002004609949337599,1.0002004810885816,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.017225,1.7225000000000001,1.615637808185581,1.6152459520285256,0.00039185615705528143,1.0003919329427085,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.0187,1.87,1.5967647162811656,1.5961399866924757,0.0006247295886898652,1.000624924772863,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.020175,2.0175,1.579833993530968,1.5789449513010883,0.0008890422298797329,1.000889437545065,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.02165,2.165,1.5645714492847436,1.56339424556876,0.0011772037159836213,1.0011778968922547,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.023125,2.3125,1.55075745799643,1.5492740857662848,0.0014833722301452745,1.001484472970934,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.0246,2.46,1.5382134049952456,1.5364104223876995,0.0018029826075460775,1.001804608957968,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.026075,2.6075,1.5267920929009215,1.5246596733676216,0.0021324195332999007,1.002134694756789,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.02755,2.7550000000000003,1.516370796811059,1.5139020107410208,0.002468786070038087,1.0024718360317524,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.029025,2.9025,1.5068461368161885,1.5040364003527777,0.0028097364634107613,1.0028136874724725,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.0305,3.05,1.498130225612318,1.4949768724514472,0.003153353160870731,1.0031583302090379,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.0319749999999999,3.19749999999999,1.490147729009324,1.486649673906645,0.0034980551026788653,1.0035041804376001,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.03345,3.345,1.4828335914162531,1.4789910632061551,0.0038425282100980063,1.0038499201865476,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.034925,3.4924999999999997,1.4761312318337516,1.4719455816292053,0.0041856502045463095,1.0041944222730304,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.0364,3.64,1.4699912194089944,1.465464682292456,0.004526537116538387,1.0045367973609565,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.037875,3.7875,1.4643700107860136,1.4595056316967416,0.004864379089271953,1.0048762293882247,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.03935,3.9350000000000005,1.4592291180537107,1.4540306212569636,0.00519849679674711,1.0052120324260307,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.040825,4.0825,1.4545343584965895,1.4490060424165359,0.0055283160800536635,1.0055436254180121,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.0423,4.2299999999999995,1.450255226173607,1.444401890485301,0.005853335688305927,1.0058704999306616,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.043775,4.3775,1.4463643892629632,1.4401912707107791,0.006173118552184054,1.0061922115160045,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.04525,4.5249999999999995,1.4428372674142214,1.436349986242305,0.006487281171916326,1.0065083691569845,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.046725,4.6725,1.4396516769344296,1.432856192217964,0.006795484716465738,1.0068186264127144,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.0482,4.82,1.4367875313118483,1.4296901036373626,0.0070974276744857345,1.0071226741071833,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.049675,4.967499999999999,1.4342265870373232,1.42683374728794,0.0073928397493832065,1.007420234255284,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.05115,5.115,1.431952226750859,1.4242707499870773,0.007681476763781836,1.0077110549927397,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.052625,5.2625,1.4299492733238823,1.4219861569429244,0.007963116380957924,1.0079949063185052,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.0541,5.41,1.428203829734726,1.4199662752365916,0.008237554498134347,1.0082715765054047,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.055575,5.5575,1.4267031405593498,1.4181985383697966,0.008504602189553179,1.0085408690576105,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.05705,5.705,1.4254354716714377,1.4166713885660913,0.008764083105346376,1.008802600121568,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.058525,5.8525,1.4243900053545175,1.4153741741058172,0.009015831248700312,1.0090565962733475,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,factored_log_log,log contact + log HS (current),0.06,6.0,1.4235567485144451,1.4142970594490325,0.009259689065412635,1.009302692616893,20.271560301147414,20.271560299724396,1.4230181477614678e-09
raw,log_linear_hs,log contact + linear HS,0.001,0.1,2.43256094691116,2.4140391255506657,0.018521821360494517,1.0186944142250867,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.0024749999999999,0.24749999999999,2.1543050717361822,2.145475370006494,0.00882970172968811,1.008868798532321,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.00395,0.395,2.014532775406124,2.009687871251784,0.004844904154340135,1.0048566596796027,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.005425,0.5425,1.9220441692396804,1.9193447011298606,0.0026994681098198026,1.0027031149546333,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.0069,0.69,1.8536794184375756,1.8522418836880217,0.0014375347495538815,1.0014385684979223,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.008375,0.8375,1.7999767620184195,1.7992934613778766,0.0006833006405428943,1.000683534143607,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.00985,0.985,1.7561337755210409,1.7558801737454164,0.00025360177562450126,1.0002536339352732,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.0113249999999999,1.1324999999999898,1.7193768101030475,1.7193299054518105,4.690465123702303e-05,1.0000469057512773,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.012546045825196,1.2546045825196002,1.6930438447489806,1.693043841663064,3.08591663333857e-09,1.0000000030859166,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.0127999999999999,1.27999999999999,1.687958818884537,1.6879569649965347,1.8538880022234139e-06,1.0000018538897206,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.014275,1.4275,1.660708328711764,1.6606293354585804,7.899325318372341e-05,1.0000789963732328,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.01575,1.575,1.6368016788055426,1.6365499511399748,0.00025172766556780246,1.0002517593516354,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.017225,1.7225000000000001,1.615637808185581,1.615136336584298,0.000501471601282999,1.0005015973591869,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.0187,1.87,1.5967647162811656,1.5959498797854503,0.0008148364957152321,1.0008151685651605,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.020175,2.0175,1.579833993530968,1.578652038598304,0.0011819549326639311,1.0011826537166786,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.02165,2.165,1.5645714492847436,1.5629760390899299,0.0015954101948136845,1.001596683538737,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.023125,2.3125,1.55075745799643,1.5487079218489244,0.002049536147505693,1.002051637882331,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.0246,2.46,1.5382134049952456,1.535673459620335,0.002539945374910646,1.0025431737689006,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.026075,2.6075,1.5267920929009215,1.5237288904904525,0.0030632024104690903,1.0030678988090884,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.02755,2.7550000000000003,1.516370796811059,1.5127542045133902,0.0036165922976687526,1.0036231400587403,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.029025,2.9025,1.5068461368161885,1.5026481833867962,0.0041979534293923315,1.004206777178799,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.0305,3.05,1.498130225612318,1.493324671011092,0.004805554601226003,1.0048171197970441,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.0319749999999999,3.19749999999999,1.490147729009324,1.4847097256716466,0.0054380033376773,1.0054528161163019,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.03345,3.345,1.4828335914162531,1.476739414999963,0.006094176416290065,1.00611278368885,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.034925,3.4924999999999997,1.4761312318337516,1.469358087110309,0.006773144723442703,1.0067961343428622,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.0364,3.64,1.4699912194089944,1.46251699960832,0.007474219800674309,1.0075022215016374,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.037875,3.7875,1.4643700107860136,1.4561732210995937,0.008196789686419903,1.0082304753421778,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.03935,3.9350000000000005,1.4592291180537107,1.4502887426806574,0.008940375373053255,1.008980459896803,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.040825,4.0825,1.4545343584965895,1.444829753013693,0.009704605482896422,1.0097518478659118,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.0423,4.2299999999999995,1.450255226173607,1.439766042123912,0.01048918404969501,1.0105443883880312,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.043775,4.3775,1.4463643892629632,1.435070507429427,0.01129388183353619,1.0113578984888296,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.04525,4.5249999999999995,1.4428372674142214,1.4307187416631533,0.012118525751068088,1.0121922526035063,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.046725,4.6725,1.4396516769344296,1.42668868691663,0.012962990017799658,1.013047373800723,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.0482,4.82,1.4367875313118483,1.4229603424687722,0.0138271888430761,1.0139232265520604,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.049675,4.967499999999999,1.4342265870373232,1.4195155166672393,0.0147110703700839,1.0148198107405435,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.05115,5.115,1.431952226750859,1.4163376151246556,0.015614611626203478,1.0157371566746147,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.052625,5.2625,1.4299492733238823,1.4134114590325728,0.016537814291309516,1.0166753209159345,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.0541,5.41,1.428203829734726,1.4107231285958037,0.017480701138922194,1.0176343827766725,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.055575,5.5575,1.4267031405593498,1.4082598275311846,0.018443313028165154,1.0186144413647815,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.05705,5.705,1.4254354716714377,1.4060097653188726,0.01942570635256513,1.0196156130838034,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.058525,5.8525,1.4243900053545175,1.4039620544862927,0.020427950868224798,1.0206380295101414,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_linear_hs,log contact + linear HS,0.06,6.0,1.4235567485144451,1.4021066206789536,0.021450127835491495,1.021681835582201,20.27156030114755,20.271560299724396,1.4231531508812623e-09
raw,log_reciprocal_hs,log contact + reciprocal HS,0.001,0.1,2.43256094691116,2.41532501546526,0.0172359314459003,1.0173853272030633,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.0024749999999999,0.24749999999999,2.1543050717361822,2.14645733234176,0.00784773939442207,1.0078786136126507,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.00395,0.395,2.014532775406124,2.010405926000301,0.004126849405823307,1.0041353765749115,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.005425,0.5425,1.9220441692396804,1.9198393170923334,0.002204852147347003,1.0022072846212629,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.0069,0.69,1.8536794184375756,1.8525539852094026,0.001125433228172934,1.0011260667657942,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.008375,0.8375,1.7999767620184195,1.7994644352103348,0.0005123268080846621,1.0005124580698792,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.00985,0.985,1.7561337755210409,1.7559518760410397,0.00018189948000113532,1.0001819160247147,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.0113249999999999,1.1324999999999898,1.7193768101030475,1.719344668887992,3.214121505545897e-05,1.0000321417315898,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.012546045825196,1.2546045825196002,1.6930438447489806,1.693043841663064,3.08591663333857e-09,1.0000000030859166,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.0127999999999999,1.27999999999999,1.687958818884537,1.6879576060370765,1.212847460463351e-06,1.0000012128481959,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.014275,1.4275,1.660708328711764,1.6606591617536277,4.9166958136392935e-05,1.000049168166851,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.01575,1.575,1.6368016788055426,1.6366527690679797,0.0001489097375628745,1.0001489208251682,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.017225,1.7225000000000001,1.615637808185581,1.6153564589392955,0.0002813492462854228,1.0002813888286968,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.0187,1.87,1.5967647162811656,1.5963321336130185,0.0004325826681470524,1.0004326762455222,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.020175,2.0175,1.579833993530968,1.579241773183676,0.0005922203472918941,1.0005923957443847,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.02165,2.165,1.5645714492847436,1.5638191341018115,0.0007523151829320618,1.0007525982429784,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.023125,2.3125,1.55075745799643,1.5498507956426792,0.000906662353750809,1.000907073496309,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.0246,2.46,1.5382134049952456,1.5371630777042902,0.001050327290955444,1.0010508790778332,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.026075,2.6075,1.5267920929009215,1.5256127741591872,0.001179318741734381,1.001180014411527,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.02755,2.7550000000000003,1.516370796811059,1.515080439651975,0.001290357159083877,1.0012911900280772,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.029025,2.9025,1.5068461368161885,1.505465429450061,0.0013807073661276092,1.0013816609813804,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.0305,3.05,1.498130225612318,1.4966821701821147,0.00144805543020321,1.0014491043687137,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.0319749999999999,3.19749999999999,1.490147729009324,1.488657312203772,0.0014904168055518419,1.0014915280286723,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.03345,3.345,1.4828335914162531,1.481327524746785,0.0015060666694681757,1.0015072013574418,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.034925,3.4924999999999997,1.4761312318337516,1.4746377672481683,0.001493464585583304,1.0014945803592046,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.0364,3.64,1.4699912194089944,1.4685399185560097,0.001451300852984616,1.0014523544997254,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.037875,3.7875,1.4643700107860136,1.4629916786400847,0.0013783321459288622,1.0013792824822574,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.03935,3.9350000000000005,1.4592291180537107,1.4579556802898082,0.0012734377639025407,1.0012742489300586,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.040825,4.0825,1.4545343584965895,1.4533987644010375,0.0011355940955519728,1.0011362391266683,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.0423,4.2299999999999995,1.450255226173607,1.4492913839907784,0.0009638421828286337,1.0009643068279748,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.043775,4.3775,1.4463643892629632,1.445607110449783,0.0007572788131802177,1.000757565621174,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.04525,4.5249999999999995,1.4428372674142214,1.4423222216927345,0.000515045721486862,1.0005151783803086,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.046725,4.6725,1.4396516769344296,1.439415356436072,0.000236320498357534,1.0002363484242462,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.0482,4.82,1.4367875313118483,1.4368672222666328,-7.969095478443933e-05,0.9999203122204553,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.049675,4.967499999999999,1.4342265870373232,1.4346603477689681,-0.0004337607316449166,0.9995663333289408,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.05115,5.115,1.431952226750859,1.4327788709737557,-0.0008266442228965776,0.9991736973533119,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.052625,5.2625,1.4299492733238823,1.4312083579303732,-0.0012590846064908234,0.9987417077079671,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.0541,5.41,1.428203829734726,1.4299356464064643,-0.0017318166717383843,0.9982696820574543,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.055575,5.5575,1.4267031405593498,1.4289487106587484,-0.0022455700993986305,0.9977569493069497,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.05705,5.705,1.4254354716714377,1.428236543963381,-0.002801072291943374,0.9972028470507409,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.058525,5.8525,1.4243900053545175,1.4277890561862028,-0.0033990508316852353,0.996606719401969,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,log_reciprocal_hs,log contact + reciprocal HS,0.06,6.0,1.4235567485144451,1.427596984147303,-0.004040235632857936,0.9959679151384195,20.271560300487764,20.271560299724396,7.633680354501848e-10
raw,linear_contact_log_hs,linear contact + log HS,0.001,0.1,2.43256094691116,1.9277494438399574,0.5048115030712028,1.6566732132145856,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.0024749999999999,0.24749999999999,2.1543050717361822,1.8976948351236518,0.25661023661253046,1.292541243314635,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.00395,0.395,2.014532775406124,1.8676607563798258,0.14687201902629843,1.1582057252477858,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.005425,0.5425,1.9220441692396804,1.8376473608129222,0.08439680842675812,1.0880605597577542,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.0069,0.69,1.8536794184375756,1.8076548033487265,0.04602461508884903,1.0471001851038095,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.008375,0.8375,1.7999767620184195,1.7776832406602634,0.0222935213581561,1.0225438788943295,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.00985,0.985,1.7561337755210409,1.7477328311941647,0.008400944326876214,1.0084363312848763,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.0113249999999999,1.1324999999999898,1.7193768101030475,1.7178037351975464,0.0015730749055011817,1.0015743128368648,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.012546045825196,1.2546045825196002,1.6930438447489806,1.693043841663064,3.08591663333857e-09,1.0000000030859166,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.0127999999999999,1.27999999999999,1.687958818884537,1.6878961147453806,6.270413915632211e-05,1.000062706105102,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.014275,1.4275,1.660708328711764,1.6580101337684134,0.0026981949433506625,1.0027018383474613,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.01575,1.575,1.6368016788055426,1.628145958081605,0.008655720723937721,1.0086932897921184,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.017225,1.7225000000000001,1.615637808185581,1.598303755413105,0.017334052772475905,1.0174851592987557,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.0187,1.87,1.5967647162811656,1.5684836954338093,0.028281020847356286,1.0286847256594833,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.020175,2.0175,1.579833993530968,1.538685949787475,0.04114804374349301,1.0420063566490243,20.27156030034341,20.271560299724396,6.190141732531629e-10
raw,linear_contact_log_hs,linear contact + log HS,0.02165,2.165,1.5645714492847436,1.5089106921214273,0.05566075716331631,1.0572389621486151,20.27156030034341,20.271560299724396,6.190141732531629e-10
